,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
15764,925,7,ABD'ye,10.0,26.0,nmod,ABD',PROPN,PROPN,"{'Case': 'Dat', 'Number': 'Sing'}",,{'Proper': 'True'}
15765,925,8,karşı,7.0,7.0,case,karşı,ADP,IN,,,
15766,925,9,dostça,10.0,3.0,advmod,_,ADV,RB,,,
15767,925,10,duruşu,11.0,26.0,nmod:poss,duruşu,NOUN,VN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
15768,925,11,nedeniyle,15.0,30.0,obl,neden,NOUN,NN,"{'Case': 'Ins', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15769,925,12,Amerikan,14.0,26.0,nmod:poss,amerikan,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15770,925,13,Dostluk,14.0,26.0,nmod:poss,Dostluk,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
15771,925,14,Madalyası'na,15.0,37.0,xcomp,madalyası'na,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
15772,925,15,layık,0.0,35.0,root,layık,ADJ,JJ,{'Number': 'Sing'},,
15773,925,16,görüldü,15.0,11.0,compound,gör,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
15774,925,17,.,15.0,33.0,punct,.,PUNCT,.,,,
15775,926,1,Viguier,5.0,26.0,nmod:poss,Viguier,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15776,926,2,ve,3.0,8.0,cc,ve,CCONJ,CCONJ,,,
15777,926,3,La,1.0,12.0,conj,La,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15778,926,4,Conte,3.0,21.0,flat,Cont,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15779,926,5,bölgeleri,18.0,27.0,nsubj,bölge,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
15780,926,6,",",5.0,33.0,punct,",",PUNCT,",",,,
15781,926,7,nüfusun,13.0,27.0,nsubj,nüfus,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing'}",,
15782,926,8,çoğunlukla,13.0,30.0,obl,çoğunluk,NOUN,NN,"{'Case': 'Ins', 'Number': 'Sing'}",,
15783,926,9,göçmenlerden,13.0,30.0,obl,göçmen,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur'}",,
15784,926,10,veya,12.0,8.0,cc,veya,CCONJ,CCONJ,,,
15785,926,11,göçmen,12.0,11.0,compound,göçmen,NOUN,NN,{'Number': 'Sing'},,
15786,926,12,kökenlilerden,9.0,12.0,conj,kökenli,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur'}",,
15787,926,13,oluştuğu,14.0,1.0,acl,oluş,ADJ,VJ,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
15788,926,14,şehrin,16.0,26.0,nmod:poss,şehir,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing'}",,
15789,926,15,sosyal,16.0,4.0,amod,sosyal,ADJ,JJ,{'Number': 'Sing'},,
15790,926,16,konutlarının,17.0,26.0,nmod:poss,konut,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15791,926,17,çoğunu,18.0,29.0,obj,çok,PRON,PRI,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
15792,926,18,kapsar,0.0,35.0,root,kaps,VERB,VB,"{'Aspect': 'Hab', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
15793,926,19,.,18.0,33.0,punct,.,PUNCT,.,,,
15794,927,1,Carcassonne'in,2.0,26.0,nmod:poss,Carcassonne,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
15795,927,2,tarihi,8.0,27.0,nsubj,tarih,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
15796,927,3,",",2.0,33.0,punct,",",PUNCT,",",,,
15797,927,4,surlarla,5.0,26.0,nmod,sur,NOUN,NN,"{'Case': 'Ins', 'Number': 'Plur'}",,{'ToDo': 'nmod'}
15798,927,5,çevrili,6.0,1.0,acl,çevrili,ADJ,VJ,{'Number': 'Sing'},,
15799,927,6,şehriyle,8.0,29.0,obj,şehr,NOUN,NN,"{'Case': 'Ins', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15800,927,7,doğrudan,8.0,3.0,advmod,doğru,ADJ,JJ,{'Number': 'Sing'},,
15802,927,8,bağlantılı,0.0,35.0,root,_,ADJ,JJ,{'Number': 'Sing'},,
15803,927,9,dır,8.0,13.0,cop,_,AUX,AUX,"{'Aspect': 'Perf', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,
15804,927,10,.,8.0,33.0,punct,.,PUNCT,.,,,
15805,928,1,2000'li,2.0,4.0,amod,_,ADJ,JJ,{'Number': 'Sing'},,
15806,928,2,yılların,3.0,26.0,nmod:poss,yıl,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur'}",,
15807,928,3,başında,9.0,30.0,obl,baş,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15808,928,4,100.000,5.0,28.0,nummod,100.000,NUM,CD,{'Number': 'Sing'},,
15809,928,5,sakin,6.0,26.0,nmod:poss,sakin,NOUN,NN,{'Number': 'Sing'},,
15810,928,6,başına,9.0,30.0,obl,baş,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15811,928,7,beş,8.0,28.0,nummod,beş,NUM,CD,{'Number': 'Sing'},,
15812,928,8,doktor,9.0,27.0,nsubj,doktor,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
15813,928,9,düşüyordu,0.0,35.0,root,düş,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15814,928,10,.,9.0,33.0,punct,.,PUNCT,.,,,
15815,929,1,Uluslararası,3.0,4.0,amod,Uluslararası,ADJ,JJ,{'Number': 'Sing'},,{'Proper': 'True'}
15816,929,2,Af,3.0,26.0,nmod:poss,af,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
15817,929,3,Örgütü,15.0,27.0,nsubj,Örgüi,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
15818,929,4,",",3.0,33.0,punct,",",PUNCT,",",,,
15819,929,5,büyücülükle,6.0,30.0,obl,büyücülükle,NOUN,NN,"{'Case': 'Ins', 'Number': 'Sing'}",,
15820,929,6,suçlanan,8.0,1.0,acl,suçla,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
15821,929,7,elli,8.0,28.0,nummod,elli,NUM,CD,{'Number': 'Sing'},,
15822,929,8,kişinin,9.0,27.0,nsubj,kişi,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing'}",,
15823,929,9,öldürülmesini,10.0,9.0,ccomp,öldürül,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Acc', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun', 'Voice': 'Pass'}",,
15824,929,10,anlatan,14.0,1.0,acl,anlat,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
15825,929,11,2008,12.0,28.0,nummod,2008,NUM,CD,{'Number': 'Sing'},,
15826,929,12,tarihli,14.0,4.0,amod,_,ADJ,JJ,{'Number': 'Sing'},,
15827,929,13,gazete,14.0,26.0,nmod:poss,gazete,NOUN,NN,{'Number': 'Sing'},,
15828,929,14,yazılarına,15.0,23.0,iobj,yazı,NOUN,NN,"{'Case': 'Dat', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15829,929,15,atıfta,0.0,35.0,root,atıf,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
15830,929,16,bulunuyor,15.0,11.0,compound,bulun,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
15831,929,17,.,15.0,33.0,punct,.,PUNCT,.,,,
15832,930,1,Von,24.0,27.0,nsubj,Von,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15833,930,2,Bellingshausen,1.0,21.0,flat,Bellingshausen,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
15834,930,3,Antarktika'yı,24.0,29.0,obj,Antarktika,PROPN,PROPN,"{'Case': 'Acc', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
15835,930,4,",",3.0,33.0,punct,",",PUNCT,",",,,
15836,930,5,Bransfield'in,7.0,27.0,nsubj,Bransfield,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
15837,930,6,karayı,7.0,29.0,obj,kara,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
15838,930,7,görmesinden,9.0,2.0,advcl,görmes,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Abl', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,{'orig_deprel': 'advmod'}
15839,930,8,üç,9.0,28.0,nummod,üç,NUM,CD,{'Number': 'Sing'},,
15840,930,9,gün,24.0,30.0,obl,gün,NOUN,NN,{'Number': 'Sing'},,
15841,930,10,ve,18.0,8.0,cc,ve,CCONJ,CCONJ,,,{'ToDo': 'cc-after-conj'}
15842,930,11,Kasım,12.0,11.0,compound,kasım,NOUN,NN,{'Number': 'Sing'},,
15843,930,12,1820'de,15.0,30.0,obl,1820,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
15844,930,13,aynı,14.0,4.0,amod,aynı,ADJ,JJ,{'Number': 'Sing'},,
15845,930,14,şeyi,15.0,29.0,obj,şey,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
15846,930,15,gerçekleştiren,16.0,1.0,acl,gerçekleş,VERB,VJ,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Part', 'Voice': 'Cau'}",,
15847,930,16,Palmer'den,18.0,30.0,obl,Palmer,PROPN,PROPN,"{'Case': 'Abl', 'Number': 'Sing'}",,"{'Proper': 'True', 'ToDo': 'ex-adp-child'}"
15848,930,17,10,18.0,28.0,nummod,10,NUM,CD,{'Number': 'Sing'},,
15849,930,18,ay,9.0,12.0,conj,ay,NOUN,NN,{'Number': 'Sing'},,
15850,930,19,önce,18.0,7.0,case,önce,ADP,IN,,,{'SpaceAfter': 'No'}
15851,930,20,",",23.0,33.0,punct,",",PUNCT,",",,,
15852,930,21,27,22.0,11.0,compound,27,NUM,CD,{'Number': 'Sing'},,
15853,930,22,Ocak,23.0,11.0,compound,ocak,NOUN,NN,{'Number': 'Sing'},,
15854,930,23,1820'de,18.0,30.0,obl,1820,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'ToDo': 'ex-adp-child'}
15855,930,24,görmüştür,0.0,35.0,root,gör,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15856,930,25,.,24.0,33.0,punct,.,PUNCT,.,,,
15858,931,1,1914'te,4.0,4.0,amod,1914,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
15859,931,2,ki,1.0,7.0,case,ki,ADP,JJ,,,
15860,931,3,Endurance,4.0,26.0,nmod:poss,Endurance,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15861,931,4,seferinde,22.0,30.0,obl,sefer,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
15862,931,5,",",4.0,33.0,punct,",",PUNCT,",",,,
15863,931,6,Sir,10.0,26.0,nmod:poss,Sir,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15864,931,7,Ernest,6.0,21.0,flat,Ernest,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15865,931,8,Shackleton'ın,6.0,21.0,flat,Shackleton,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
15866,931,9,kaptanlığını,10.0,29.0,obj,kaptanlık,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15867,931,10,yaptığı,13.0,1.0,acl,yap,ADJ,VJ,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
15868,931,11,İngiliz,13.0,26.0,nmod:poss,İngiliz,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15869,931,12,Endurance,13.0,26.0,nmod:poss,Endurance,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15870,931,13,gemisi,22.0,27.0,nsubj,gemi,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15871,931,14,yirmi,15.0,28.0,nummod,yirmi,NUM,CD,{'Number': 'Sing'},,
15872,931,15,sekiz,16.0,28.0,nummod,sekiz,NUM,CD,{'Number': 'Sing'},,
15873,931,16,kişi,22.0,26.0,nmod,kişi,NOUN,NN,{'Number': 'Sing'},,
15874,931,17,ile,16.0,7.0,case,ile,ADP,IN,,,
15875,931,18,Antarktika'yı,19.0,29.0,obj,Antarktika,PROPN,PROPN,"{'Case': 'Acc', 'Number': 'Sing'}",,{'Proper': 'True'}
15876,931,19,geçmek,22.0,2.0,advcl,geç,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Vnoun'}",,
15877,931,20,üzere,19.0,7.0,case,üzere,ADP,IN,,,
15878,931,21,yelken,22.0,29.0,obj,yelk,NOUN,NN,{'Number': 'Sing'},,
15879,931,22,açtı,0.0,35.0,root,aç,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15880,931,23,.,22.0,33.0,punct,.,PUNCT,.,,,
15881,932,1,Bu,2.0,16.0,det,bu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
15882,932,2,çizim,13.0,27.0,nsubj,çiz,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
15883,932,3,Roma,4.0,26.0,nmod:poss,Roma,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15884,932,4,hukukunun,13.0,26.0,nmod:poss,hukuk,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
15885,932,5,",",8.0,33.0,punct,",",PUNCT,",",,,
15886,932,6,Roma,7.0,26.0,nmod:poss,Roma,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15887,932,7,Cumhuriyeti,8.0,26.0,nmod:poss,Cumhuriyet,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
15888,932,8,kurumlarının,4.0,12.0,conj,kurum,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15889,932,9,ve,11.0,8.0,cc,ve,CCONJ,CCONJ,,,
15890,932,10,mos,11.0,11.0,compound,mos,X,FW,,,{'Proper': 'True'}
15891,932,11,maiorum'un,4.0,12.0,conj,maiorum',PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
15892,932,12,kurucu,13.0,4.0,amod,kurucu,ADJ,VJ,{'Number': 'Sing'},,
15893,932,13,kanunu,0.0,35.0,root,kanun,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15894,932,14,olmuştur,13.0,13.0,cop,ol,AUX,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15895,932,15,.,13.0,33.0,punct,.,PUNCT,.,,,
15896,933,1,Bununla,14.0,30.0,obl,bu,PRON,PRI,"{'Case': 'Ins', 'Number': 'Sing', 'Polarity': 'Pos'}",,{'ToDo': 'nmod'}
15897,933,2,birlikte,1.0,7.0,case,birlikte,ADP,IN,,,{'SpaceAfter': 'No'}
15898,933,3,",",1.0,33.0,punct,",",PUNCT,",",,,
15899,933,4,Pyrrhus,14.0,27.0,nsubj,Pyrrhus,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
15900,933,5,güney,6.0,11.0,compound,güney,NOUN,NN,{'Number': 'Sing'},,
15902,933,6,İtalya'da,8.0,4.0,amod,İtalya,PROPN,PROPN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'Proper': 'True'}
15903,933,7,ki,6.0,7.0,case,ki,ADP,JJ,,,
15904,933,8,işleriyle,9.0,29.0,obj,iş,NOUN,NN,"{'Case': 'Ins', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15905,933,9,ilgilenmek,14.0,2.0,advcl,ilgilen,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Vnoun'}",,
15906,933,10,için,9.0,7.0,case,için,ADP,IN,,,
15907,933,11,Sicilya'yı,12.0,29.0,obj,Sicilya,PROPN,PROPN,"{'Case': 'Acc', 'Number': 'Sing'}",,{'Proper': 'True'}
15908,933,12,terk,14.0,26.0,nmod:poss,terk,NOUN,NN,{'Number': 'Sing'},,
15909,933,13,etmek,12.0,11.0,compound:lvc,et,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Vnoun'}",,
15910,933,14,zorunda,0.0,35.0,root,zor,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15911,933,15,kalmıştır,14.0,11.0,compound:lvc,kal,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15912,933,16,.,14.0,33.0,punct,.,PUNCT,.,,,
15913,934,1,Yunanistan,16.0,27.0,nsubj,Yunanistan,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
15914,934,2,M.Ö.,4.0,11.0,compound,M.Ö.,NOUN,NN,{'Number': 'Sing'},,
15915,934,3,8.,4.0,4.0,amod,_,NUM,CD,"{'Number': 'Sing', 'NumType': 'Ord'}",,
15916,934,4,yüzyılda,16.0,30.0,obl,yüzyıl,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
15917,934,5,",",4.0,33.0,punct,",",PUNCT,",",,,
15918,934,6,Miken,7.0,26.0,nmod:poss,miken,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15919,934,7,uygarlığının,8.0,27.0,nsubj,uygarlık,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
15920,934,8,yıkılışının,16.0,2.0,advcl,yıkılış,NOUN,VN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
15921,934,9,ardından,8.0,7.0,case,ardından,ADP,IN,"{'Case': 'Abl', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15922,934,10,Karanlık,11.0,4.0,amod,karanlık,ADJ,JJ,{'Number': 'Sing'},,{'Proper': 'True'}
15923,934,11,Çağlardan,16.0,30.0,obl,Çağ,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur'}",,{'Proper': 'True'}
15924,934,12,itibaren,11.0,7.0,case,itibaren,ADP,IN,,,
15925,934,13,Karanlık,14.0,4.0,amod,karanlık,ADJ,JJ,{'Number': 'Sing'},,{'Proper': 'True'}
15926,934,14,Çağ'dan,15.0,30.0,obl,Çağ,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing'}",,{'Proper': 'True'}
15927,934,15,çıkmaya,16.0,9.0,ccomp,çık,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
15928,934,16,başlamıştır,0.0,35.0,root,başla,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15929,934,17,.,16.0,33.0,punct,.,PUNCT,.,,,
15930,935,1,Okuryazarlık,2.0,27.0,nsubj,Okuryazarlık,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
15931,935,2,bitmiş,0.0,35.0,root,bit,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
15932,935,3,ve,6.0,8.0,cc,ve,CCONJ,CCONJ,,,
15933,935,4,Miken,5.0,26.0,nmod:poss,miken,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15934,935,5,yazısı,6.0,27.0,nsubj,yazı,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15935,935,6,unutulmuştu,2.0,12.0,conj,unut,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pqp', 'Voice': 'Pass'}",,
15936,935,7,ancak,17.0,8.0,cc,ancak,ADV,RB,,,
15937,935,8,Yunanlılar,17.0,27.0,nsubj,Yunanlı,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,
15938,935,9,Fenike,10.0,26.0,nmod:poss,Fenike,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15939,935,10,alfabesini,17.0,29.0,obj,alfabe,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15940,935,11,kabul,17.0,2.0,advcl,kabul,NOUN,NN,{'Number': 'Sing'},,
15941,935,12,ederek,11.0,11.0,compound:lvc,et,ADV,CRB,,,
15942,935,13,Yunan,14.0,26.0,nmod:poss,Yunan,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15943,935,14,alfabesi,15.0,29.0,obj,alfabe,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15944,935,15,oluşturmak,17.0,2.0,advcl,oluştur,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Vnoun'}",,
15945,935,16,üzere,15.0,7.0,case,üzere,ADP,IN,,,
15946,935,17,değiştirmiştir,2.0,12.0,conj,değiştirmiş,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Cau'}",,{'SpaceAfter': 'No'}
15947,935,18,.,17.0,33.0,punct,.,PUNCT,.,,,
15948,936,1,M.Ö.,3.0,11.0,compound,M.ö.,NOUN,NN,{'Number': 'Sing'},,
15949,936,2,9.,3.0,4.0,amod,_,NUM,CD,"{'Number': 'Sing', 'NumType': 'Ord'}",,
15950,936,3,yüzyıldan,10.0,30.0,obl,yüzyıl,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing'}",,
15951,936,4,itibaren,3.0,7.0,case,itibaren,ADP,IN,,,
15952,936,5,ilk,7.0,4.0,amod,ilk,ADJ,JJ,{'Number': 'Sing'},,
15953,936,6,Yunanca,7.0,4.0,amod,Yunan,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15954,936,7,metinler,10.0,27.0,nsubj,metin,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,
15955,936,8,ortaya,9.0,30.0,obl,orta,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
15956,936,9,çıkmaya,10.0,9.0,ccomp,çık,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
15957,936,10,başlamıştır,0.0,35.0,root,başla,VERB,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15958,936,11,.,10.0,33.0,punct,.,PUNCT,.,,,
15959,937,1,Yunanistan,19.0,27.0,nsubj,Yunanist,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
15960,937,2,",",1.0,33.0,punct,",",PUNCT,",",,,
15961,937,3,büyük,4.0,4.0,amod,büyük,ADJ,JJ,{'Number': 'Sing'},,
15962,937,4,oranda,8.0,30.0,obl,oran,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
15963,937,5,Yunan,6.0,26.0,nmod:poss,Yunan,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15964,937,6,coğrafyası,7.0,26.0,nmod:poss,coğrafya,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15965,937,7,tarafından,8.0,30.0,obl,taraf,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15966,937,8,dikte,11.0,1.0,acl,dik,NOUN,NN,{'Number': 'Sing'},,
15967,937,9,edilen,8.0,11.0,compound:lvc,et,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
15968,937,10,bir,11.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
15969,937,11,biçimle,19.0,30.0,obl,biçim,NOUN,NN,"{'Case': 'Ins', 'Number': 'Sing'}",,
15970,937,12,birçok,18.0,16.0,det,birçok,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
